,TH5-Temperature,TH5-Humidity,TH6-Temperature,TH6-Humidity,TH3-Temperature,TH3-Humidity,TH2-Temperature,TH2-Humidity,TT9-Black Probe Temperature,TT9-White Probe Temperature,TT2-Black Probe Temperature,TT2-White Probe Temperature,TT14-Black Probe Temperature,TT14-White Probe Temperature,TT6-Black Probe Temperature,TT6-White Probe Temperature,TT4-Black Probe Temperature,TT4-White Probe Temperature,TT13-Black Probe Temperature,TT13-White Probe Temperature,TH8-Temperature,TH8-Humidity
2025-03-11 06:03:22,18.933,17.9,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:03:23,,,18.434,18.8,,,,,,,,,,,,,,,,,,
2025-03-11 06:03:28,,,,,,,18.989,20.9,,,,,,,,,,,,,,
2025-03-11 06:03:51,,,,,18.367,15.1,,,,,,,,,,,,,,,,
2025-03-11 06:03:55,,,,,,,,,,,,,,,,,,,,,18.964,19.2
2025-03-11 06:04:22,18.951,17.9,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:04:23,,,18.598,19.1,,,,,,,,,,,,,,,,,,
2025-03-11 06:04:28,,,,,,,18.988,20.6,,,,,,,,,,,,,,
2025-03-11 06:04:51,,,,,18.392,15.1,,,,,,,,,,,,,,,,
2025-03-11 06:04:55,,,,,,,,,,,,,,,,,,,,,18.959,19.2
2025-03-11 06:05:22,18.938,18.2,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:05:23,,,18.695,19.1,,,,,,,,,,,,,,,,,,
2025-03-11 06:05:28,,,,,,,18.995,20.6,,,,,,,,,,,,,,
2025-03-11 06:05:51,,,,,18.405,15.1,,,,,,,,,,,,,,,,
2025-03-11 06:05:55,,,,,,,,,,,,,,,,,,,,,18.974,19.2
2025-03-11 06:06:22,18.974,17.9,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:06:23,,,18.682,19.1,,,,,,,,,,,,,,,,,,
2025-03-11 06:06:28,,,,,,,19.0,20.6,,,,,,,,,,,,,,
2025-03-11 06:06:51,,,,,18.402,15.1,,,,,,,,,,,,,,,,
2025-03-11 06:06:55,,,,,,,,,,,,,,,,,,,,,18.988,19.0
2025-03-11 06:07:22,18.962,17.9,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:07:23,,,18.724,18.8,,,,,,,,,,,,,,,,,,
2025-03-11 06:07:28,,,,,,,19.011,20.6,,,,,,,,,,,,,,
2025-03-11 06:07:51,,,,,18.433,15.1,,,,,,,,,,,,,,,,
2025-03-11 06:07:55,,,,,,,,,,,,,,,,,,,,,19.001,19.0
2025-03-11 06:08:22,18.908,17.9,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:08:23,,,18.723,18.8,,,,,,,,,,,,,,,,,,
2025-03-11 06:08:28,,,,,,,19.002,20.9,,,,,,,,,,,,,,
2025-03-11 06:08:51,,,,,18.43,14.9,,,,,,,,,,,,,,,,
2025-03-11 06:08:55,,,,,,,,,,,,,,,,,,,,,19.017,19.2
2025-03-11 06:09:22,18.929,17.9,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:09:23,,,18.704,18.8,,,,,,,,,,,,,,,,,,
2025-03-11 06:09:28,,,,,,,19.005,20.9,,,,,,,,,,,,,,
2025-03-11 06:09:51,,,,,18.437,14.9,,,,,,,,,,,,,,,,
2025-03-11 06:09:55,,,,,,,,,,,,,,,,,,,,,19.004,19.0
2025-03-11 06:10:00,,,,,,,,,19.073,18.959,18.944,18.906,18.883,19.021,18.934,19.137,19.154,19.307,19.437,19.521,,
2025-03-11 06:10:22,18.862,17.7,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:10:23,,,18.711,18.8,,,,,,,,,,,,,,,,,,
2025-03-11 06:10:28,,,,,,,19.034,20.6,,,,,,,,,,,,,,
2025-03-11 06:10:51,,,,,18.44,14.9,,,,,,,,,,,,,,,,
2025-03-11 06:10:55,,,,,,,,,,,,,,,,,,,,,18.998,19.0
2025-03-11 06:11:22,18.925,17.7,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:11:23,,,18.701,18.8,,,,,,,,,,,,,,,,,,
2025-03-11 06:11:28,,,,,,,19.02,20.6,,,,,,,,,,,,,,
2025-03-11 06:11:51,,,,,18.477,14.6,,,,,,,,,,,,,,,,
2025-03-11 06:11:55,,,,,,,,,,,,,,,,,,,,,19.022,18.7
2025-03-11 06:12:22,19.021,17.9,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:12:23,,,18.714,18.8,,,,,,,,,,,,,,,,,,
2025-03-11 06:12:28,,,,,,,19.035,20.6,,,,,,,,,,,,,,
2025-03-11 06:12:51,,,,,18.46,14.9,,,,,,,,,,,,,,,,
2025-03-11 06:12:55,,,,,,,,,,,,,,,,,,,,,19.028,19.0
2025-03-11 06:13:22,18.82,17.9,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:13:23,,,18.721,18.6,,,,,,,,,,,,,,,,,,
2025-03-11 06:13:28,,,,,,,19.043,20.6,,,,,,,,,,,,,,
2025-03-11 06:13:51,,,,,18.471,14.6,,,,,,,,,,,,,,,,
2025-03-11 06:13:55,,,,,,,,,,,,,,,,,,,,,19.033,18.7
2025-03-11 06:14:22,19.031,17.7,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:14:23,,,18.723,18.6,,,,,,,,,,,,,,,,,,
2025-03-11 06:14:28,,,,,,,19.044,20.4,,,,,,,,,,,,,,
2025-03-11 06:14:51,,,,,18.476,14.6,,,,,,,,,,,,,,,,
2025-03-11 06:14:55,,,,,,,,,,,,,,,,,,,,,19.033,18.7
2025-03-11 06:15:22,18.974,17.7,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:15:23,,,18.705,18.6,,,,,,,,,,,,,,,,,,
2025-03-11 06:15:28,,,,,,,19.053,20.6,,,,,,,,,,,,,,
2025-03-11 06:15:51,,,,,18.489,14.6,,,,,,,,,,,,,,,,
2025-03-11 06:15:55,,,,,,,,,,,,,,,,,,,,,19.048,18.7
2025-03-11 06:16:22,18.968,17.7,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:16:23,,,18.731,18.6,,,,,,,,,,,,,,,,,,
2025-03-11 06:16:28,,,,,,,19.055,20.6,,,,,,,,,,,,,,
2025-03-11 06:16:51,,,,,18.499,14.6,,,,,,,,,,,,,,,,
2025-03-11 06:16:55,,,,,,,,,,,,,,,,,,,,,19.061,18.4
2025-03-11 06:17:22,18.991,17.7,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:17:23,,,18.74,18.6,,,,,,,,,,,,,,,,,,
2025-03-11 06:17:28,,,,,,,19.06,20.6,,,,,,,,,,,,,,
2025-03-11 06:17:51,,,,,18.499,14.3,,,,,,,,,,,,,,,,
2025-03-11 06:17:55,,,,,,,,,,,,,,,,,,,,,19.076,18.4
2025-03-11 06:18:22,19.012,17.7,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:18:23,,,18.74,18.6,,,,,,,,,,,,,,,,,,
2025-03-11 06:18:28,,,,,,,19.063,20.4,,,,,,,,,,,,,,
2025-03-11 06:18:51,,,,,18.499,14.3,,,,,,,,,,,,,,,,
2025-03-11 06:18:55,,,,,,,,,,,,,,,,,,,,,19.058,18.4
2025-03-11 06:19:22,18.998,17.7,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:19:23,,,18.74,18.3,,,,,,,,,,,,,,,,,,
2025-03-11 06:19:28,,,,,,,19.07,20.4,,,,,,,,,,,,,,
2025-03-11 06:19:51,,,,,18.51,14.1,,,,,,,,,,,,,,,,
2025-03-11 06:19:55,,,,,,,,,,,,,,,,,,,,,19.077,18.4
2025-03-11 06:20:00,,,,,,,,,19.14,19.01,19.004,18.967,18.936,19.066,18.985,19.203,19.207,19.354,19.499,19.575,,
2025-03-11 06:20:22,19.008,17.4,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:20:23,,,18.757,18.3,,,,,,,,,,,,,,,,,,
2025-03-11 06:20:28,,,,,,,19.077,20.4,,,,,,,,,,,,,,
2025-03-11 06:20:51,,,,,18.559,14.1,,,,,,,,,,,,,,,,
2025-03-11 06:20:55,,,,,,,,,,,,,,,,,,,,,19.081,18.1
2025-03-11 06:21:22,18.989,17.7,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:21:23,,,18.756,18.3,,,,,,,,,,,,,,,,,,
2025-03-11 06:21:28,,,,,,,19.077,20.4,,,,,,,,,,,,,,
2025-03-11 06:21:51,,,,,18.517,14.1,,,,,,,,,,,,,,,,
2025-03-11 06:21:55,,,,,,,,,,,,,,,,,,,,,19.096,18.1
2025-03-11 06:22:22,19.004,17.4,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:22:23,,,18.76,18.3,,,,,,,,,,,,,,,,,,
2025-03-11 06:22:28,,,,,,,19.083,20.4,,,,,,,,,,,,,,
2025-03-11 06:22:51,,,,,18.563,14.1,,,,,,,,,,,,,,,,
2025-03-11 06:22:55,,,,,,,,,,,,,,,,,,,,,19.11,18.1
2025-03-11 06:23:22,19.004,17.4,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:23:23,,,18.751,18.1,,,,,,,,,,,,,,,,,,
2025-03-11 06:23:28,,,,,,,19.091,20.1,,,,,,,,,,,,,,
2025-03-11 06:23:51,,,,,18.522,13.8,,,,,,,,,,,,,,,,
2025-03-11 06:23:55,,,,,,,,,,,,,,,,,,,,,19.104,18.1
2025-03-11 06:24:22,19.02,17.1,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:24:23,,,18.778,18.3,,,,,,,,,,,,,,,,,,
2025-03-11 06:24:28,,,,,,,19.091,20.1,,,,,,,,,,,,,,
2025-03-11 06:24:51,,,,,18.51,13.8,,,,,,,,,,,,,,,,
2025-03-11 06:24:55,,,,,,,,,,,,,,,,,,,,,19.101,18.1
2025-03-11 06:25:22,19.03,17.4,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:25:23,,,18.783,18.1,,,,,,,,,,,,,,,,,,
2025-03-11 06:25:28,,,,,,,19.094,20.4,,,,,,,,,,,,,,
2025-03-11 06:25:51,,,,,18.638,13.8,,,,,,,,,,,,,,,,
2025-03-11 06:25:55,,,,,,,,,,,,,,,,,,,,,19.083,17.8
2025-03-11 06:26:22,19.045,17.1,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:26:23,,,18.773,18.1,,,,,,,,,,,,,,,,,,
2025-03-11 06:26:28,,,,,,,19.1,20.1,,,,,,,,,,,,,,
2025-03-11 06:26:51,,,,,18.377,13.6,,,,,,,,,,,,,,,,
2025-03-11 06:26:55,,,,,,,,,,,,,,,,,,,,,19.13,17.8
2025-03-11 06:27:22,19.0,17.1,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:27:23,,,18.78,18.1,,,,,,,,,,,,,,,,,,
2025-03-11 06:27:28,,,,,,,19.1,20.1,,,,,,,,,,,,,,
2025-03-11 06:27:51,,,,,18.636,13.3,,,,,,,,,,,,,,,,
2025-03-11 06:27:55,,,,,,,,,,,,,,,,,,,,,19.133,17.8
2025-03-11 06:28:22,19.004,17.1,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:28:23,,,18.79,18.1,,,,,,,,,,,,,,,,,,
2025-03-11 06:28:28,,,,,,,19.109,20.1,,,,,,,,,,,,,,
2025-03-11 06:28:51,,,,,18.56,13.6,,,,,,,,,,,,,,,,
2025-03-11 06:28:55,,,,,,,,,,,,,,,,,,,,,19.147,17.6
2025-03-11 06:29:22,19.043,17.1,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:29:23,,,18.791,17.8,,,,,,,,,,,,,,,,,,
2025-03-11 06:29:28,,,,,,,19.106,20.1,,,,,,,,,,,,,,
2025-03-11 06:29:51,,,,,18.306,13.3,,,,,,,,,,,,,,,,
2025-03-11 06:29:55,,,,,,,,,,,,,,,,,,,,,19.155,17.8
2025-03-11 06:30:00,,,,,,,,,19.192,19.06,19.061,19.024,18.989,19.109,19.035,19.248,19.25,19.384,19.525,19.601,,
2025-03-11 06:30:22,19.03,16.9,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:30:23,,,18.809,17.8,,,,,,,,,,,,,,,,,,
2025-03-11 06:30:28,,,,,,,19.11,20.1,,,,,,,,,,,,,,
2025-03-11 06:30:51,,,,,18.595,13.6,,,,,,,,,,,,,,,,
2025-03-11 06:30:55,,,,,,,,,,,,,,,,,,,,,19.152,17.6
2025-03-11 06:31:22,19.035,17.1,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:31:23,,,18.837,17.8,,,,,,,,,,,,,,,,,,
2025-03-11 06:31:28,,,,,,,19.116,19.8,,,,,,,,,,,,,,
2025-03-11 06:31:51,,,,,18.646,13.3,,,,,,,,,,,,,,,,
2025-03-11 06:31:55,,,,,,,,,,,,,,,,,,,,,19.142,17.6
2025-03-11 06:32:22,19.053,16.9,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:32:23,,,18.817,17.5,,,,,,,,,,,,,,,,,,
2025-03-11 06:32:28,,,,,,,19.116,20.1,,,,,,,,,,,,,,
2025-03-11 06:32:51,,,,,18.588,13.3,,,,,,,,,,,,,,,,
2025-03-11 06:32:55,,,,,,,,,,,,,,,,,,,,,19.155,17.6
2025-03-11 06:33:22,19.14,16.9,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:33:23,,,18.837,17.5,,,,,,,,,,,,,,,,,,
2025-03-11 06:33:28,,,,,,,19.117,19.8,,,,,,,,,,,,,,
2025-03-11 06:33:51,,,,,18.58,13.3,,,,,,,,,,,,,,,,
2025-03-11 06:33:55,,,,,,,,,,,,,,,,,,,,,19.17,17.6
2025-03-11 06:34:22,19.04,16.9,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:34:23,,,18.781,17.5,,,,,,,,,,,,,,,,,,
2025-03-11 06:34:28,,,,,,,19.123,19.8,,,,,,,,,,,,,,
2025-03-11 06:34:51,,,,,18.602,13.3,,,,,,,,,,,,,,,,
2025-03-11 06:34:55,,,,,,,,,,,,,,,,,,,,,19.167,17.3
2025-03-11 06:35:22,19.084,16.7,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:35:23,,,18.833,17.5,,,,,,,,,,,,,,,,,,
2025-03-11 06:35:28,,,,,,,19.13,19.6,,,,,,,,,,,,,,
2025-03-11 06:35:51,,,,,18.623,13.3,,,,,,,,,,,,,,,,
2025-03-11 06:35:55,,,,,,,,,,,,,,,,,,,,,19.173,17.3
2025-03-11 06:36:22,19.081,16.7,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:36:23,,,18.822,17.5,,,,,,,,,,,,,,,,,,
2025-03-11 06:36:28,,,,,,,19.127,19.8,,,,,,,,,,,,,,
2025-03-11 06:36:51,,,,,18.621,13.1,,,,,,,,,,,,,,,,
2025-03-11 06:36:55,,,,,,,,,,,,,,,,,,,,,19.193,17.6
2025-03-11 06:37:22,19.078,16.7,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:37:23,,,18.869,17.5,,,,,,,,,,,,,,,,,,
2025-03-11 06:37:28,,,,,,,19.133,19.8,,,,,,,,,,,,,,
2025-03-11 06:37:51,,,,,18.602,13.1,,,,,,,,,,,,,,,,
2025-03-11 06:37:55,,,,,,,,,,,,,,,,,,,,,19.185,17.3
2025-03-11 06:38:22,19.08,16.7,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:38:23,,,18.843,17.3,,,,,,,,,,,,,,,,,,
2025-03-11 06:38:28,,,,,,,19.133,19.6,,,,,,,,,,,,,,
2025-03-11 06:38:51,,,,,18.609,13.1,,,,,,,,,,,,,,,,
2025-03-11 06:38:55,,,,,,,,,,,,,,,,,,,,,19.185,17.3
2025-03-11 06:39:22,19.099,16.7,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:39:23,,,18.84,17.3,,,,,,,,,,,,,,,,,,
2025-03-11 06:39:28,,,,,,,19.139,19.6,,,,,,,,,,,,,,
2025-03-11 06:39:51,,,,,18.626,13.1,,,,,,,,,,,,,,,,
2025-03-11 06:39:55,,,,,,,,,,,,,,,,,,,,,19.192,17.3
2025-03-11 06:40:00,,,,,,,,,19.2,19.097,19.108,19.071,19.037,19.149,19.069,19.233,19.253,19.369,19.521,19.574,,
2025-03-11 06:40:22,19.068,16.7,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:40:23,,,18.859,17.3,,,,,,,,,,,,,,,,,,
2025-03-11 06:40:28,,,,,,,19.136,19.6,,,,,,,,,,,,,,
2025-03-11 06:40:51,,,,,18.625,13.1,,,,,,,,,,,,,,,,
2025-03-11 06:40:55,,,,,,,,,,,,,,,,,,,,,19.209,17.0
2025-03-11 06:41:22,19.1,16.4,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:41:23,,,18.86,17.1,,,,,,,,,,,,,,,,,,
2025-03-11 06:41:28,,,,,,,19.144,19.6,,,,,,,,,,,,,,
2025-03-11 06:41:51,,,,,18.626,13.1,,,,,,,,,,,,,,,,
2025-03-11 06:41:55,,,,,,,,,,,,,,,,,,,,,19.212,17.3
2025-03-11 06:42:22,19.117,16.4,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:42:23,,,18.842,17.3,,,,,,,,,,,,,,,,,,
2025-03-11 06:42:28,,,,,,,19.142,19.6,,,,,,,,,,,,,,
2025-03-11 06:42:51,,,,,18.635,13.1,,,,,,,,,,,,,,,,
2025-03-11 06:42:55,,,,,,,,,,,,,,,,,,,,,19.209,17.3
2025-03-11 06:43:22,19.1,16.4,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:43:23,,,18.865,17.1,,,,,,,,,,,,,,,,,,
2025-03-11 06:43:28,,,,,,,19.146,19.6,,,,,,,,,,,,,,
2025-03-11 06:43:51,,,,,18.619,13.1,,,,,,,,,,,,,,,,
2025-03-11 06:43:55,,,,,,,,,,,,,,,,,,,,,19.221,17.3
2025-03-11 06:44:22,19.17,16.4,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:44:23,,,18.852,17.1,,,,,,,,,,,,,,,,,,
2025-03-11 06:44:28,,,,,,,19.153,19.6,,,,,,,,,,,,,,
2025-03-11 06:44:51,,,,,18.629,13.1,,,,,,,,,,,,,,,,
2025-03-11 06:44:55,,,,,,,,,,,,,,,,,,,,,19.216,17.0
2025-03-11 06:45:22,19.017,16.2,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:45:23,,,18.9,16.8,,,,,,,,,,,,,,,,,,
2025-03-11 06:45:28,,,,,,,19.144,19.3,,,,,,,,,,,,,,
2025-03-11 06:45:51,,,,,18.631,12.8,,,,,,,,,,,,,,,,
2025-03-11 06:45:55,,,,,,,,,,,,,,,,,,,,,19.172,17.0
2025-03-11 06:46:22,19.122,16.4,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:46:23,,,18.919,17.1,,,,,,,,,,,,,,,,,,
2025-03-11 06:46:28,,,,,,,19.146,19.3,,,,,,,,,,,,,,
2025-03-11 06:46:51,,,,,18.625,12.8,,,,,,,,,,,,,,,,
2025-03-11 06:46:55,,,,,,,,,,,,,,,,,,,,,19.21,17.0
2025-03-11 06:47:22,19.127,16.2,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:47:23,,,18.813,17.1,,,,,,,,,,,,,,,,,,
2025-03-11 06:47:28,,,,,,,19.15,19.3,,,,,,,,,,,,,,
2025-03-11 06:47:51,,,,,18.634,13.1,,,,,,,,,,,,,,,,
2025-03-11 06:47:55,,,,,,,,,,,,,,,,,,,,,19.222,17.3
2025-03-11 06:48:22,19.116,16.2,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:48:23,,,18.872,17.1,,,,,,,,,,,,,,,,,,
2025-03-11 06:48:28,,,,,,,19.185,19.3,,,,,,,,,,,,,,
2025-03-11 06:48:51,,,,,18.639,13.1,,,,,,,,,,,,,,,,
2025-03-11 06:48:55,,,,,,,,,,,,,,,,,,,,,19.229,17.0
2025-03-11 06:49:22,19.144,16.2,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:49:23,,,18.878,16.8,,,,,,,,,,,,,,,,,,
2025-03-11 06:49:28,,,,,,,19.167,19.3,,,,,,,,,,,,,,
2025-03-11 06:49:51,,,,,18.623,13.1,,,,,,,,,,,,,,,,
2025-03-11 06:49:55,,,,,,,,,,,,,,,,,,,,,19.238,17.0
2025-03-11 06:50:00,,,,,,,,,19.202,19.126,19.143,19.108,19.077,19.183,19.092,19.213,19.253,19.361,19.505,19.541,,
2025-03-11 06:50:22,19.14,16.2,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:50:23,,,18.889,16.8,,,,,,,,,,,,,,,,,,
2025-03-11 06:50:28,,,,,,,19.193,19.0,,,,,,,,,,,,,,
2025-03-11 06:50:51,,,,,18.634,12.8,,,,,,,,,,,,,,,,
2025-03-11 06:50:55,,,,,,,,,,,,,,,,,,,,,19.226,17.0
2025-03-11 06:51:22,19.137,16.2,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:51:23,,,18.876,17.1,,,,,,,,,,,,,,,,,,
2025-03-11 06:51:28,,,,,,,19.163,19.0,,,,,,,,,,,,,,
2025-03-11 06:51:51,,,,,18.623,12.8,,,,,,,,,,,,,,,,
2025-03-11 06:51:55,,,,,,,,,,,,,,,,,,,,,19.248,17.0
2025-03-11 06:52:22,19.132,15.9,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:52:23,,,18.905,16.8,,,,,,,,,,,,,,,,,,
2025-03-11 06:52:28,,,,,,,19.137,19.3,,,,,,,,,,,,,,
2025-03-11 06:52:51,,,,,18.636,12.8,,,,,,,,,,,,,,,,
2025-03-11 06:52:55,,,,,,,,,,,,,,,,,,,,,19.245,16.8
2025-03-11 06:53:22,19.134,15.9,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:53:23,,,18.9,16.8,,,,,,,,,,,,,,,,,,
2025-03-11 06:53:28,,,,,,,19.147,19.0,,,,,,,,,,,,,,
2025-03-11 06:53:51,,,,,18.662,12.8,,,,,,,,,,,,,,,,
2025-03-11 06:53:55,,,,,,,,,,,,,,,,,,,,,19.256,16.8
2025-03-11 06:54:22,19.149,16.2,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:54:23,,,18.909,16.8,,,,,,,,,,,,,,,,,,
2025-03-11 06:54:28,,,,,,,19.18,19.0,,,,,,,,,,,,,,
2025-03-11 06:54:51,,,,,18.636,12.8,,,,,,,,,,,,,,,,
2025-03-11 06:54:55,,,,,,,,,,,,,,,,,,,,,19.255,17.0
2025-03-11 06:55:22,19.146,15.9,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:55:23,,,18.931,16.8,,,,,,,,,,,,,,,,,,
2025-03-11 06:55:28,,,,,,,19.157,19.0,,,,,,,,,,,,,,
2025-03-11 06:55:51,,,,,18.629,12.8,,,,,,,,,,,,,,,,
2025-03-11 06:55:55,,,,,,,,,,,,,,,,,,,,,19.265,17.0
2025-03-11 06:56:22,19.136,15.9,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:56:23,,,18.911,16.6,,,,,,,,,,,,,,,,,,
2025-03-11 06:56:28,,,,,,,19.152,19.0,,,,,,,,,,,,,,
2025-03-11 06:56:51,,,,,18.629,12.8,,,,,,,,,,,,,,,,
2025-03-11 06:56:55,,,,,,,,,,,,,,,,,,,,,19.277,17.0
2025-03-11 06:57:22,19.137,15.9,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:57:23,,,18.926,16.8,,,,,,,,,,,,,,,,,,
2025-03-11 06:57:28,,,,,,,19.176,19.0,,,,,,,,,,,,,,
2025-03-11 06:57:51,,,,,18.642,12.8,,,,,,,,,,,,,,,,
2025-03-11 06:57:55,,,,,,,,,,,,,,,,,,,,,19.285,17.0
2025-03-11 06:58:22,19.14,15.7,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:58:23,,,18.906,16.8,,,,,,,,,,,,,,,,,,
2025-03-11 06:58:28,,,,,,,19.188,19.0,,,,,,,,,,,,,,
2025-03-11 06:58:51,,,,,18.634,12.8,,,,,,,,,,,,,,,,
2025-03-11 06:58:55,,,,,,,,,,,,,,,,,,,,,19.241,16.8
2025-03-11 06:59:22,19.153,15.9,,,,,,,,,,,,,,,,,,,,
2025-03-11 06:59:23,,,18.916,16.8,,,,,,,,,,,,,,,,,,
2025-03-11 06:59:28,,,,,,,19.186,18.8,,,,,,,,,,,,,,
2025-03-11 06:59:51,,,,,18.645,12.6,,,,,,,,,,,,,,,,
2025-03-11 06:59:55,,,,,,,,,,,,,,,,,,,,,19.279,16.8
2025-03-11 07:00:00,,,,,,,,,19.221,19.152,19.173,19.137,19.11,19.215,19.113,19.216,19.267,19.381,19.488,19.512,,
2025-03-11 07:00:22,19.157,15.9,,,,,,,,,,,,,,,,,,,,
2025-03-11 07:00:23,,,18.948,16.6,,,,,,,,,,,,,,,,,,
2025-03-11 07:00:28,,,,,,,19.188,18.8,,,,,,,,,,,,,,
2025-03-11 07:00:51,,,,,18.631,12.6,,,,,,,,,,,,,,,,
2025-03-11 07:00:55,,,,,,,,,,,,,,,,,,,,,19.282,16.8
2025-03-11 07:01:22,19.167,15.7,,,,,,,,,,,,,,,,,,,,
2025-03-11 07:01:23,,,18.915,16.6,,,,,,,,,,,,,,,,,,
2025-03-11 07:01:28,,,,,,,19.198,19.0,,,,,,,,,,,,,,
2025-03-11 07:01:51,,,,,18.649,12.8,,,,,,,,,,,,,,,,
2025-03-11 07:01:55,,,,,,,,,,,,,,,,,,,,,19.284,16.8
2025-03-11 07:02:22,19.146,15.7,,,,,,,,,,,,,,,,,,,,
2025-03-11 07:02:23,,,18.945,16.6,,,,,,,,,,,,,,,,,,
2025-03-11 07:02:28,,,,,,,19.188,18.8,,,,,,,,,,,,,,
2025-03-11 07:02:51,,,,,18.658,12.8,,,,,,,,,,,,,,,,
2025-03-11 07:02:55,,,,,,,,,,,,,,,,,,,,,19.279,16.8
2025-03-11 07:03:22,19.152,15.7,,,,,,,,,,,,,,,,,,,,
2025-03-11 07:03:23,,,18.931,16.6,,,,,,,,,,,,,,,,,,
2025-03-11 07:03:28,,,,,,,19.182,18.8,,,,,,,,,,,,,,
2025-03-11 07:03:51,,,,,18.651,12.6,,,,,,,,,,,,,,,,
2025-03-11 07:03:55,,,,,,,,,,,,,,,,,,,,,19.282,17.0
2025-03-11 07:04:22,19.173,15.7,,,,,,,,,,,,,,,,,,,,
2025-03-11 07:04:23,,,18.948,16.6,,,,,,,,,,,,,,,,,,
2025-03-11 07:04:28,,,,,,,19.183,18.8,,,,,,,,,,,,,,
2025-03-11 07:04:51,,,,,18.625,12.6,,,,,,,,,,,,,,,,
2025-03-11 07:04:55,,,,,,,,,,,,,,,,,,,,,19.284,16.8
2025-03-11 07:05:22,19.166,15.7,,,,,,,,,,,,,,,,,,,,
2025-03-11 07:05:23,,,18.941,16.6,,,,,,,,,,,,,,,,,,
2025-03-11 07:05:28,,,,,,,19.177,18.5,,,,,,,,,,,,,,
2025-03-11 07:05:51,,,,,18.645,12.6,,,,,,,,,,,,,,,,
2025-03-11 07:05:55,,,,,,,,,,,,,,,,,,,,,19.277,16.8
2025-03-11 07:06:22,19.213,15.7,,,,,,,,,,,,,,,,,,,,
2025-03-11 07:06:23,,,18.944,16.6,,,,,,,,,,,,,,,,,,
2025-03-11 07:06:28,,,,,,,19.179,18.8,,,,,,,,,,,,,,
2025-03-11 07:06:51,,,,,18.655,12.6,,,,,,,,,,,,,,,,
2025-03-11 07:06:55,,,,,,,,,,,,,,,,,,,,,19.294,16.8
2025-03-11 07:07:22,19.185,15.5,,,,,,,,,,,,,,,,,,,,
2025-03-11 07:07:23,,,18.941,16.3,,,,,,,,,,,,,,,,,,
2025-03-11 07:07:28,,,,,,,19.183,18.8,,,,,,,,,,,,,,
2025-03-11 07:07:51,,,,,18.636,12.3,,,,,,,,,,,,,,,,
